timestamp_unix,timestamp_iso,participant_full_id,prv_rmssd_ms,missing_value_reason
1746577500000,2025-05-07T00:25:00Z,1481-1-1-007,,worn_during_motion
1746577560000,2025-05-07T00:26:00Z,1481-1-1-007,,worn_during_motion
1746577620000,2025-05-07T00:27:00Z,1481-1-1-007,,worn_during_motion
1746577680000,2025-05-07T00:28:00Z,1481-1-1-007,,worn_during_motion
1746577740000,2025-05-07T00:29:00Z,1481-1-1-007,,worn_during_motion
1746577800000,2025-05-07T00:30:00Z,1481-1-1-007,,worn_during_motion
1746577860000,2025-05-07T00:31:00Z,1481-1-1-007,,worn_during_motion
1746577920000,2025-05-07T00:32:00Z,1481-1-1-007,,worn_during_motion
1746577980000,2025-05-07T00:33:00Z,1481-1-1-007,,worn_during_motion
1746578040000,2025-05-07T00:34:00Z,1481-1-1-007,,worn_during_motion
1746578100000,2025-05-07T00:35:00Z,1481-1-1-007,,worn_during_motion
1746578160000,2025-05-07T00:36:00Z,1481-1-1-007,,worn_during_motion
1746578220000,2025-05-07T00:37:00Z,1481-1-1-007,,worn_during_motion
1746578280000,2025-05-07T00:38:00Z,1481-1-1-007,,worn_during_motion
1746578340000,2025-05-07T00:39:00Z,1481-1-1-007,,worn_during_motion
1746578400000,2025-05-07T00:40:00Z,1481-1-1-007,,worn_during_motion
1746578460000,2025-05-07T00:41:00Z,1481-1-1-007,,worn_during_motion
1746578520000,2025-05-07T00:42:00Z,1481-1-1-007,,worn_during_motion
1746578580000,2025-05-07T00:43:00Z,1481-1-1-007,,worn_during_motion
1746578640000,2025-05-07T00:44:00Z,1481-1-1-007,,worn_during_motion
1746578700000,2025-05-07T00:45:00Z,1481-1-1-007,,worn_during_motion
1746578760000,2025-05-07T00:46:00Z,1481-1-1-007,,worn_during_motion
1746578820000,2025-05-07T00:47:00Z,1481-1-1-007,,worn_during_motion
1746578880000,2025-05-07T00:48:00Z,1481-1-1-007,,worn_during_motion
1746578940000,2025-05-07T00:49:00Z,1481-1-1-007,,worn_during_motion
1746579000000,2025-05-07T00:50:00Z,1481-1-1-007,,worn_during_motion
1746579060000,2025-05-07T00:51:00Z,1481-1-1-007,,worn_during_motion
1746579120000,2025-05-07T00:52:00Z,1481-1-1-007,,worn_during_motion
1746579180000,2025-05-07T00:53:00Z,1481-1-1-007,,worn_during_motion
1746579240000,2025-05-07T00:54:00Z,1481-1-1-007,,worn_during_motion
1746579300000,2025-05-07T00:55:00Z,1481-1-1-007,,worn_during_motion
1746579360000,2025-05-07T00:56:00Z,1481-1-1-007,,worn_during_motion
1746579420000,2025-05-07T00:57:00Z,1481-1-1-007,,worn_during_motion
1746579480000,2025-05-07T00:58:00Z,1481-1-1-007,,worn_during_motion
1746579540000,2025-05-07T00:59:00Z,1481-1-1-007,,worn_during_motion
1746579600000,2025-05-07T01:00:00Z,1481-1-1-007,,worn_during_motion
1746579660000,2025-05-07T01:01:00Z,1481-1-1-007,,worn_during_motion
1746579720000,2025-05-07T01:02:00Z,1481-1-1-007,,worn_during_motion
1746579780000,2025-05-07T01:03:00Z,1481-1-1-007,,worn_during_motion
1746579840000,2025-05-07T01:04:00Z,1481-1-1-007,,worn_during_motion
1746579900000,2025-05-07T01:05:00Z,1481-1-1-007,,worn_during_motion
1746579960000,2025-05-07T01:06:00Z,1481-1-1-007,,worn_during_motion
1746580020000,2025-05-07T01:07:00Z,1481-1-1-007,,worn_during_motion
1746580080000,2025-05-07T01:08:00Z,1481-1-1-007,,worn_during_motion
1746580140000,2025-05-07T01:09:00Z,1481-1-1-007,,worn_during_motion
1746580200000,2025-05-07T01:10:00Z,1481-1-1-007,,worn_during_motion
1746580260000,2025-05-07T01:11:00Z,1481-1-1-007,,worn_during_motion
1746580320000,2025-05-07T01:12:00Z,1481-1-1-007,,worn_during_motion
1746580380000,2025-05-07T01:13:00Z,1481-1-1-007,,worn_during_motion
1746580440000,2025-05-07T01:14:00Z,1481-1-1-007,,worn_during_motion
1746580500000,2025-05-07T01:15:00Z,1481-1-1-007,,worn_during_motion
1746580560000,2025-05-07T01:16:00Z,1481-1-1-007,,worn_during_motion
1746580620000,2025-05-07T01:17:00Z,1481-1-1-007,,worn_during_motion
1746580680000,2025-05-07T01:18:00Z,1481-1-1-007,,worn_during_motion
1746580740000,2025-05-07T01:19:00Z,1481-1-1-007,,worn_during_motion
1746580800000,2025-05-07T01:20:00Z,1481-1-1-007,,worn_during_motion
1746580860000,2025-05-07T01:21:00Z,1481-1-1-007,,worn_during_motion
1746580920000,2025-05-07T01:22:00Z,1481-1-1-007,,worn_during_motion
1746580980000,2025-05-07T01:23:00Z,1481-1-1-007,,worn_during_motion
1746581040000,2025-05-07T01:24:00Z,1481-1-1-007,,worn_during_motion
1746581100000,2025-05-07T01:25:00Z,1481-1-1-007,,worn_during_motion
1746581160000,2025-05-07T01:26:00Z,1481-1-1-007,,worn_during_motion
1746581220000,2025-05-07T01:27:00Z,1481-1-1-007,,worn_during_motion
1746581280000,2025-05-07T01:28:00Z,1481-1-1-007,,worn_during_motion
1746581340000,2025-05-07T01:29:00Z,1481-1-1-007,,worn_during_motion
1746581400000,2025-05-07T01:30:00Z,1481-1-1-007,,worn_during_motion
1746581460000,2025-05-07T01:31:00Z,1481-1-1-007,,worn_during_motion
1746581520000,2025-05-07T01:32:00Z,1481-1-1-007,,worn_during_motion
1746581580000,2025-05-07T01:33:00Z,1481-1-1-007,,worn_during_motion
1746581640000,2025-05-07T01:34:00Z,1481-1-1-007,,worn_during_motion
1746581700000,2025-05-07T01:35:00Z,1481-1-1-007,,worn_during_motion
1746581760000,2025-05-07T01:36:00Z,1481-1-1-007,,worn_during_motion
1746581820000,2025-05-07T01:37:00Z,1481-1-1-007,,worn_during_motion
1746581880000,2025-05-07T01:38:00Z,1481-1-1-007,,worn_during_motion
1746581940000,2025-05-07T01:39:00Z,1481-1-1-007,,worn_during_motion
1746582000000,2025-05-07T01:40:00Z,1481-1-1-007,,worn_during_motion
1746582060000,2025-05-07T01:41:00Z,1481-1-1-007,,worn_during_motion
1746582120000,2025-05-07T01:42:00Z,1481-1-1-007,,worn_during_motion
1746582180000,2025-05-07T01:43:00Z,1481-1-1-007,,worn_during_motion
1746582240000,2025-05-07T01:44:00Z,1481-1-1-007,,worn_during_motion
1746582300000,2025-05-07T01:45:00Z,1481-1-1-007,,worn_during_motion
1746582360000,2025-05-07T01:46:00Z,1481-1-1-007,,worn_during_motion
1746582420000,2025-05-07T01:47:00Z,1481-1-1-007,,worn_during_motion
1746582480000,2025-05-07T01:48:00Z,1481-1-1-007,,worn_during_motion
1746582540000,2025-05-07T01:49:00Z,1481-1-1-007,,worn_during_motion
1746582600000,2025-05-07T01:50:00Z,1481-1-1-007,,worn_during_motion
1746582660000,2025-05-07T01:51:00Z,1481-1-1-007,,worn_during_motion
1746582720000,2025-05-07T01:52:00Z,1481-1-1-007,,worn_during_motion
1746582780000,2025-05-07T01:53:00Z,1481-1-1-007,,worn_during_motion
1746582840000,2025-05-07T01:54:00Z,1481-1-1-007,,worn_during_motion
1746582900000,2025-05-07T01:55:00Z,1481-1-1-007,,worn_during_motion
1746582960000,2025-05-07T01:56:00Z,1481-1-1-007,,worn_during_motion
1746583020000,2025-05-07T01:57:00Z,1481-1-1-007,,worn_during_motion
1746583080000,2025-05-07T01:58:00Z,1481-1-1-007,,worn_during_motion
1746583140000,2025-05-07T01:59:00Z,1481-1-1-007,,worn_during_motion
1746583200000,2025-05-07T02:00:00Z,1481-1-1-007,,worn_during_motion
1746583260000,2025-05-07T02:01:00Z,1481-1-1-007,,worn_during_motion
1746583320000,2025-05-07T02:02:00Z,1481-1-1-007,,worn_during_motion
1746583380000,2025-05-07T02:03:00Z,1481-1-1-007,,worn_during_motion
1746583440000,2025-05-07T02:04:00Z,1481-1-1-007,,worn_during_motion
1746583500000,2025-05-07T02:05:00Z,1481-1-1-007,,worn_during_motion
1746583560000,2025-05-07T02:06:00Z,1481-1-1-007,,worn_during_motion
1746583620000,2025-05-07T02:07:00Z,1481-1-1-007,,worn_during_motion
1746583680000,2025-05-07T02:08:00Z,1481-1-1-007,,worn_during_motion
1746583740000,2025-05-07T02:09:00Z,1481-1-1-007,,worn_during_motion
1746583800000,2025-05-07T02:10:00Z,1481-1-1-007,,worn_during_motion
1746583860000,2025-05-07T02:11:00Z,1481-1-1-007,,worn_during_motion
1746583920000,2025-05-07T02:12:00Z,1481-1-1-007,,worn_during_motion
1746583980000,2025-05-07T02:13:00Z,1481-1-1-007,,worn_during_motion
1746584040000,2025-05-07T02:14:00Z,1481-1-1-007,,worn_during_motion
1746584100000,2025-05-07T02:15:00Z,1481-1-1-007,,worn_during_motion
1746584160000,2025-05-07T02:16:00Z,1481-1-1-007,,worn_during_motion
1746584220000,2025-05-07T02:17:00Z,1481-1-1-007,,worn_during_motion
1746584280000,2025-05-07T02:18:00Z,1481-1-1-007,,worn_during_motion
1746584340000,2025-05-07T02:19:00Z,1481-1-1-007,,worn_during_motion
1746584400000,2025-05-07T02:20:00Z,1481-1-1-007,,worn_during_motion
1746584460000,2025-05-07T02:21:00Z,1481-1-1-007,,worn_during_motion
1746584520000,2025-05-07T02:22:00Z,1481-1-1-007,,worn_during_motion
1746584580000,2025-05-07T02:23:00Z,1481-1-1-007,,worn_during_motion
1746584640000,2025-05-07T02:24:00Z,1481-1-1-007,,worn_during_motion
1746584700000,2025-05-07T02:25:00Z,1481-1-1-007,,worn_during_motion
1746584760000,2025-05-07T02:26:00Z,1481-1-1-007,,worn_during_motion
1746584820000,2025-05-07T02:27:00Z,1481-1-1-007,,worn_during_motion
1746584880000,2025-05-07T02:28:00Z,1481-1-1-007,,worn_during_motion
1746584940000,2025-05-07T02:29:00Z,1481-1-1-007,,worn_during_motion
1746585000000,2025-05-07T02:30:00Z,1481-1-1-007,,worn_during_motion
1746585060000,2025-05-07T02:31:00Z,1481-1-1-007,,worn_during_motion
1746585120000,2025-05-07T02:32:00Z,1481-1-1-007,,worn_during_motion
1746585180000,2025-05-07T02:33:00Z,1481-1-1-007,,worn_during_motion
1746585240000,2025-05-07T02:34:00Z,1481-1-1-007,,worn_during_motion
1746585300000,2025-05-07T02:35:00Z,1481-1-1-007,,worn_during_motion
1746585360000,2025-05-07T02:36:00Z,1481-1-1-007,,worn_during_motion
1746585420000,2025-05-07T02:37:00Z,1481-1-1-007,,worn_during_motion
1746585480000,2025-05-07T02:38:00Z,1481-1-1-007,,worn_during_motion
1746585540000,2025-05-07T02:39:00Z,1481-1-1-007,,worn_during_motion
1746585600000,2025-05-07T02:40:00Z,1481-1-1-007,,worn_during_motion
1746585660000,2025-05-07T02:41:00Z,1481-1-1-007,,worn_during_motion
1746585720000,2025-05-07T02:42:00Z,1481-1-1-007,,worn_during_motion
1746585780000,2025-05-07T02:43:00Z,1481-1-1-007,,worn_during_motion
1746585840000,2025-05-07T02:44:00Z,1481-1-1-007,,worn_during_motion
1746585900000,2025-05-07T02:45:00Z,1481-1-1-007,,worn_during_motion
1746585960000,2025-05-07T02:46:00Z,1481-1-1-007,,worn_during_motion
1746586020000,2025-05-07T02:47:00Z,1481-1-1-007,,worn_during_motion
1746586080000,2025-05-07T02:48:00Z,1481-1-1-007,,worn_during_motion
1746586140000,2025-05-07T02:49:00Z,1481-1-1-007,,worn_during_motion
1746586200000,2025-05-07T02:50:00Z,1481-1-1-007,,worn_during_motion
1746586260000,2025-05-07T02:51:00Z,1481-1-1-007,,worn_during_motion
1746586320000,2025-05-07T02:52:00Z,1481-1-1-007,,worn_during_motion
1746586380000,2025-05-07T02:53:00Z,1481-1-1-007,,worn_during_motion
1746586440000,2025-05-07T02:54:00Z,1481-1-1-007,,worn_during_motion
1746586500000,2025-05-07T02:55:00Z,1481-1-1-007,,worn_during_motion
1746586560000,2025-05-07T02:56:00Z,1481-1-1-007,,worn_during_motion
1746586620000,2025-05-07T02:57:00Z,1481-1-1-007,,worn_during_motion
1746586680000,2025-05-07T02:58:00Z,1481-1-1-007,,worn_during_motion
1746586740000,2025-05-07T02:59:00Z,1481-1-1-007,,worn_during_motion
1746586800000,2025-05-07T03:00:00Z,1481-1-1-007,,worn_during_motion
1746586860000,2025-05-07T03:01:00Z,1481-1-1-007,,worn_during_motion
1746586920000,2025-05-07T03:02:00Z,1481-1-1-007,,worn_during_motion
1746586980000,2025-05-07T03:03:00Z,1481-1-1-007,,worn_during_motion
1746587040000,2025-05-07T03:04:00Z,1481-1-1-007,,worn_during_motion
1746587100000,2025-05-07T03:05:00Z,1481-1-1-007,,worn_during_motion
1746587160000,2025-05-07T03:06:00Z,1481-1-1-007,18.056559,
1746587220000,2025-05-07T03:07:00Z,1481-1-1-007,,worn_during_motion
1746587280000,2025-05-07T03:08:00Z,1481-1-1-007,,worn_during_motion
1746587340000,2025-05-07T03:09:00Z,1481-1-1-007,,worn_during_motion
1746587400000,2025-05-07T03:10:00Z,1481-1-1-007,,worn_during_motion
1746587460000,2025-05-07T03:11:00Z,1481-1-1-007,,worn_during_motion
1746587520000,2025-05-07T03:12:00Z,1481-1-1-007,,worn_during_motion
1746587580000,2025-05-07T03:13:00Z,1481-1-1-007,,worn_during_motion
1746587640000,2025-05-07T03:14:00Z,1481-1-1-007,,worn_during_motion
1746587700000,2025-05-07T03:15:00Z,1481-1-1-007,,worn_during_motion
1746587760000,2025-05-07T03:16:00Z,1481-1-1-007,,worn_during_motion
1746587820000,2025-05-07T03:17:00Z,1481-1-1-007,,worn_during_motion
1746587880000,2025-05-07T03:18:00Z,1481-1-1-007,,worn_during_motion
1746587940000,2025-05-07T03:19:00Z,1481-1-1-007,,worn_during_motion
1746588000000,2025-05-07T03:20:00Z,1481-1-1-007,,worn_during_motion
1746588060000,2025-05-07T03:21:00Z,1481-1-1-007,,worn_during_motion
1746588120000,2025-05-07T03:22:00Z,1481-1-1-007,,worn_during_motion
1746588180000,2025-05-07T03:23:00Z,1481-1-1-007,,worn_during_motion
1746588240000,2025-05-07T03:24:00Z,1481-1-1-007,,worn_during_motion
1746588300000,2025-05-07T03:25:00Z,1481-1-1-007,,worn_during_motion
1746588360000,2025-05-07T03:26:00Z,1481-1-1-007,,worn_during_motion
1746588420000,2025-05-07T03:27:00Z,1481-1-1-007,,worn_during_motion
1746588480000,2025-05-07T03:28:00Z,1481-1-1-007,,worn_during_motion
1746588540000,2025-05-07T03:29:00Z,1481-1-1-007,,worn_during_motion
1746588600000,2025-05-07T03:30:00Z,1481-1-1-007,,worn_during_motion
1746588660000,2025-05-07T03:31:00Z,1481-1-1-007,,worn_during_motion
1746588720000,2025-05-07T03:32:00Z,1481-1-1-007,,worn_during_motion
1746588780000,2025-05-07T03:33:00Z,1481-1-1-007,,worn_during_motion
1746588840000,2025-05-07T03:34:00Z,1481-1-1-007,,worn_during_motion
1746588900000,2025-05-07T03:35:00Z,1481-1-1-007,,worn_during_motion
1746588960000,2025-05-07T03:36:00Z,1481-1-1-007,,worn_during_motion
1746589020000,2025-05-07T03:37:00Z,1481-1-1-007,,worn_during_motion
1746589080000,2025-05-07T03:38:00Z,1481-1-1-007,,worn_during_motion
1746589140000,2025-05-07T03:39:00Z,1481-1-1-007,,worn_during_motion
1746589200000,2025-05-07T03:40:00Z,1481-1-1-007,,worn_during_motion
1746589260000,2025-05-07T03:41:00Z,1481-1-1-007,,worn_during_motion
1746589320000,2025-05-07T03:42:00Z,1481-1-1-007,,worn_during_motion
1746589380000,2025-05-07T03:43:00Z,1481-1-1-007,,worn_during_motion
1746589440000,2025-05-07T03:44:00Z,1481-1-1-007,,worn_during_motion
1746589500000,2025-05-07T03:45:00Z,1481-1-1-007,,worn_during_motion
1746589560000,2025-05-07T03:46:00Z,1481-1-1-007,,worn_during_motion
1746589620000,2025-05-07T03:47:00Z,1481-1-1-007,,worn_during_motion
1746589680000,2025-05-07T03:48:00Z,1481-1-1-007,,worn_during_motion
1746589740000,2025-05-07T03:49:00Z,1481-1-1-007,,worn_during_motion
1746589800000,2025-05-07T03:50:00Z,1481-1-1-007,,worn_during_motion
1746589860000,2025-05-07T03:51:00Z,1481-1-1-007,,worn_during_motion
1746589920000,2025-05-07T03:52:00Z,1481-1-1-007,,worn_during_motion
1746589980000,2025-05-07T03:53:00Z,1481-1-1-007,,worn_during_motion
1746590040000,2025-05-07T03:54:00Z,1481-1-1-007,,worn_during_motion
1746590100000,2025-05-07T03:55:00Z,1481-1-1-007,,worn_with_low_signal_quality
1746590160000,2025-05-07T03:56:00Z,1481-1-1-007,,worn_during_motion
1746590220000,2025-05-07T03:57:00Z,1481-1-1-007,,worn_during_motion
1746590280000,2025-05-07T03:58:00Z,1481-1-1-007,,worn_during_motion
1746590340000,2025-05-07T03:59:00Z,1481-1-1-007,,worn_during_motion
1746590400000,2025-05-07T04:00:00Z,1481-1-1-007,,worn_during_motion
1746590460000,2025-05-07T04:01:00Z,1481-1-1-007,,worn_during_motion
1746590520000,2025-05-07T04:02:00Z,1481-1-1-007,,worn_during_motion
1746590580000,2025-05-07T04:03:00Z,1481-1-1-007,73.23982,
1746590640000,2025-05-07T04:04:00Z,1481-1-1-007,,worn_during_motion
1746590700000,2025-05-07T04:05:00Z,1481-1-1-007,,worn_during_motion
1746590760000,2025-05-07T04:06:00Z,1481-1-1-007,,worn_during_motion
1746590820000,2025-05-07T04:07:00Z,1481-1-1-007,,worn_during_motion
1746590880000,2025-05-07T04:08:00Z,1481-1-1-007,,worn_during_motion
1746590940000,2025-05-07T04:09:00Z,1481-1-1-007,,worn_during_motion
1746591000000,2025-05-07T04:10:00Z,1481-1-1-007,,worn_during_motion
1746591060000,2025-05-07T04:11:00Z,1481-1-1-007,,worn_during_motion
1746591120000,2025-05-07T04:12:00Z,1481-1-1-007,,worn_during_motion
1746591180000,2025-05-07T04:13:00Z,1481-1-1-007,,worn_during_motion
1746591240000,2025-05-07T04:14:00Z,1481-1-1-007,,worn_during_motion
1746591300000,2025-05-07T04:15:00Z,1481-1-1-007,,worn_during_motion
1746591360000,2025-05-07T04:16:00Z,1481-1-1-007,,worn_during_motion
1746591420000,2025-05-07T04:17:00Z,1481-1-1-007,,worn_during_motion
1746591480000,2025-05-07T04:18:00Z,1481-1-1-007,,worn_during_motion
1746591540000,2025-05-07T04:19:00Z,1481-1-1-007,,worn_during_motion
1746591600000,2025-05-07T04:20:00Z,1481-1-1-007,,worn_during_motion
1746591660000,2025-05-07T04:21:00Z,1481-1-1-007,,worn_during_motion
1746591720000,2025-05-07T04:22:00Z,1481-1-1-007,,worn_during_motion
1746591780000,2025-05-07T04:23:00Z,1481-1-1-007,,worn_during_motion
1746591840000,2025-05-07T04:24:00Z,1481-1-1-007,,worn_during_motion
1746591900000,2025-05-07T04:25:00Z,1481-1-1-007,,worn_during_motion
1746591960000,2025-05-07T04:26:00Z,1481-1-1-007,,worn_during_motion
1746592020000,2025-05-07T04:27:00Z,1481-1-1-007,,worn_during_motion
1746592080000,2025-05-07T04:28:00Z,1481-1-1-007,,worn_during_motion
1746592140000,2025-05-07T04:29:00Z,1481-1-1-007,,worn_during_motion
1746592200000,2025-05-07T04:30:00Z,1481-1-1-007,,worn_during_motion
1746592260000,2025-05-07T04:31:00Z,1481-1-1-007,,worn_during_motion
1746592320000,2025-05-07T04:32:00Z,1481-1-1-007,,worn_during_motion
1746592380000,2025-05-07T04:33:00Z,1481-1-1-007,,worn_during_motion
1746592440000,2025-05-07T04:34:00Z,1481-1-1-007,,worn_during_motion
1746592500000,2025-05-07T04:35:00Z,1481-1-1-007,,worn_during_motion
1746592560000,2025-05-07T04:36:00Z,1481-1-1-007,,worn_during_motion
1746592620000,2025-05-07T04:37:00Z,1481-1-1-007,,worn_during_motion
1746592680000,2025-05-07T04:38:00Z,1481-1-1-007,,worn_during_motion
1746592740000,2025-05-07T04:39:00Z,1481-1-1-007,,worn_during_motion
1746592800000,2025-05-07T04:40:00Z,1481-1-1-007,,worn_during_motion
1746592860000,2025-05-07T04:41:00Z,1481-1-1-007,,worn_during_motion
1746592920000,2025-05-07T04:42:00Z,1481-1-1-007,,worn_during_motion
1746592980000,2025-05-07T04:43:00Z,1481-1-1-007,,worn_during_motion
1746593040000,2025-05-07T04:44:00Z,1481-1-1-007,,worn_during_motion
1746593100000,2025-05-07T04:45:00Z,1481-1-1-007,,worn_during_motion
1746593160000,2025-05-07T04:46:00Z,1481-1-1-007,,worn_during_motion
1746593220000,2025-05-07T04:47:00Z,1481-1-1-007,,worn_during_motion
1746593280000,2025-05-07T04:48:00Z,1481-1-1-007,,worn_during_motion
1746593340000,2025-05-07T04:49:00Z,1481-1-1-007,,worn_during_motion
1746593400000,2025-05-07T04:50:00Z,1481-1-1-007,,worn_during_motion
1746593460000,2025-05-07T04:51:00Z,1481-1-1-007,,worn_during_motion
1746593520000,2025-05-07T04:52:00Z,1481-1-1-007,,worn_during_motion
1746593580000,2025-05-07T04:53:00Z,1481-1-1-007,,worn_during_motion
1746593640000,2025-05-07T04:54:00Z,1481-1-1-007,,worn_during_motion
1746593700000,2025-05-07T04:55:00Z,1481-1-1-007,,worn_during_motion
1746593760000,2025-05-07T04:56:00Z,1481-1-1-007,,worn_during_motion
1746593820000,2025-05-07T04:57:00Z,1481-1-1-007,,worn_during_motion
1746593880000,2025-05-07T04:58:00Z,1481-1-1-007,,worn_during_motion
1746593940000,2025-05-07T04:59:00Z,1481-1-1-007,,worn_during_motion
1746594000000,2025-05-07T05:00:00Z,1481-1-1-007,,worn_during_motion
1746594060000,2025-05-07T05:01:00Z,1481-1-1-007,,worn_during_motion
1746594120000,2025-05-07T05:02:00Z,1481-1-1-007,,worn_during_motion
1746594180000,2025-05-07T05:03:00Z,1481-1-1-007,,worn_during_motion
1746594240000,2025-05-07T05:04:00Z,1481-1-1-007,,worn_during_motion
1746594300000,2025-05-07T05:05:00Z,1481-1-1-007,,worn_during_motion
1746594360000,2025-05-07T05:06:00Z,1481-1-1-007,,worn_during_motion
1746594420000,2025-05-07T05:07:00Z,1481-1-1-007,,worn_during_motion
1746594480000,2025-05-07T05:08:00Z,1481-1-1-007,,worn_during_motion
1746594540000,2025-05-07T05:09:00Z,1481-1-1-007,,worn_during_motion
1746594600000,2025-05-07T05:10:00Z,1481-1-1-007,,worn_during_motion
1746594660000,2025-05-07T05:11:00Z,1481-1-1-007,,worn_during_motion
1746594720000,2025-05-07T05:12:00Z,1481-1-1-007,,worn_during_motion
1746594780000,2025-05-07T05:13:00Z,1481-1-1-007,,worn_during_motion
1746594840000,2025-05-07T05:14:00Z,1481-1-1-007,,worn_during_motion
1746594900000,2025-05-07T05:15:00Z,1481-1-1-007,,worn_during_motion
1746594960000,2025-05-07T05:16:00Z,1481-1-1-007,,worn_during_motion
1746595020000,2025-05-07T05:17:00Z,1481-1-1-007,,worn_during_motion
1746595080000,2025-05-07T05:18:00Z,1481-1-1-007,,worn_during_motion
1746595140000,2025-05-07T05:19:00Z,1481-1-1-007,,worn_during_motion
1746595200000,2025-05-07T05:20:00Z,1481-1-1-007,,worn_during_motion
1746595260000,2025-05-07T05:21:00Z,1481-1-1-007,,worn_during_motion
1746595320000,2025-05-07T05:22:00Z,1481-1-1-007,,worn_during_motion
1746595380000,2025-05-07T05:23:00Z,1481-1-1-007,,worn_during_motion
1746595440000,2025-05-07T05:24:00Z,1481-1-1-007,,worn_during_motion
1746595500000,2025-05-07T05:25:00Z,1481-1-1-007,,worn_during_motion
1746595560000,2025-05-07T05:26:00Z,1481-1-1-007,,worn_during_motion
1746595620000,2025-05-07T05:27:00Z,1481-1-1-007,,worn_during_motion
1746595680000,2025-05-07T05:28:00Z,1481-1-1-007,,worn_during_motion
1746595740000,2025-05-07T05:29:00Z,1481-1-1-007,,worn_during_motion
1746595800000,2025-05-07T05:30:00Z,1481-1-1-007,,worn_during_motion
1746595860000,2025-05-07T05:31:00Z,1481-1-1-007,,worn_during_motion
1746595920000,2025-05-07T05:32:00Z,1481-1-1-007,,worn_during_motion
1746595980000,2025-05-07T05:33:00Z,1481-1-1-007,,worn_during_motion
1746596040000,2025-05-07T05:34:00Z,1481-1-1-007,,worn_during_motion
1746596100000,2025-05-07T05:35:00Z,1481-1-1-007,,worn_during_motion
1746596160000,2025-05-07T05:36:00Z,1481-1-1-007,,worn_during_motion
1746596220000,2025-05-07T05:37:00Z,1481-1-1-007,,worn_during_motion
1746596280000,2025-05-07T05:38:00Z,1481-1-1-007,,worn_during_motion
1746596340000,2025-05-07T05:39:00Z,1481-1-1-007,,worn_during_motion
1746596400000,2025-05-07T05:40:00Z,1481-1-1-007,,worn_during_motion
1746596460000,2025-05-07T05:41:00Z,1481-1-1-007,,worn_during_motion
1746596520000,2025-05-07T05:42:00Z,1481-1-1-007,,worn_during_motion
1746596580000,2025-05-07T05:43:00Z,1481-1-1-007,,worn_during_motion
1746596640000,2025-05-07T05:44:00Z,1481-1-1-007,,worn_during_motion
1746596700000,2025-05-07T05:45:00Z,1481-1-1-007,,worn_during_motion
1746596760000,2025-05-07T05:46:00Z,1481-1-1-007,,worn_during_motion
1746596820000,2025-05-07T05:47:00Z,1481-1-1-007,,worn_during_motion
1746596880000,2025-05-07T05:48:00Z,1481-1-1-007,,worn_during_motion
1746596940000,2025-05-07T05:49:00Z,1481-1-1-007,,worn_during_motion
1746597000000,2025-05-07T05:50:00Z,1481-1-1-007,,worn_during_motion
1746597060000,2025-05-07T05:51:00Z,1481-1-1-007,,worn_during_motion
1746597120000,2025-05-07T05:52:00Z,1481-1-1-007,,worn_during_motion
1746597180000,2025-05-07T05:53:00Z,1481-1-1-007,,worn_during_motion
1746597240000,2025-05-07T05:54:00Z,1481-1-1-007,,worn_during_motion
1746597300000,2025-05-07T05:55:00Z,1481-1-1-007,,worn_during_motion
1746597360000,2025-05-07T05:56:00Z,1481-1-1-007,,worn_during_motion
